app_reviews_categorize_rating_using_review|{"train": 288065}
app_reviews_convert_to_rating|{"train": 288065}
app_reviews_convert_to_star_rating|{"train": 288065}
app_reviews_generate_review|{"train": 288065}
cnn_dailymail_3.0.0_2_or_3_sentences|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_generate_story|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_news_card_view|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_news_stock|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_news_summary|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_spice_up_story|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_sum_in_brief|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_tldr_summary|{"validation": 13368, "test": 11490, "train": 287113}
cnn_dailymail_3.0.0_write_an_outline|{"validation": 13368, "test": 11490, "train": 287113}
common_gen_Example_prompt|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_Given_concepts_type_1|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_Given_concepts_type_2|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_Put_together|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_choice_in_concept_centric_sentence_generation|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_random_task_template_prompt|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_sentence_to_concepts|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_topic_to_sentence|{"validation": 4018, "test": 1497, "train": 67389}
common_gen_topics_from_the_sentence|{"validation": 4018, "test": 1497, "train": 67389}
cos_e_v1.11_aligned_with_common_sense|{"validation": 1221, "train": 9741}
cos_e_v1.11_description_question_option_id|{"validation": 1221, "train": 9741}
cos_e_v1.11_description_question_option_text|{"validation": 1221, "train": 9741}
cos_e_v1.11_explain_why_human|{"validation": 1221, "train": 9741}
cos_e_v1.11_generate_explanation_given_text|{"validation": 1221, "train": 9741}
cos_e_v1.11_i_think|{"validation": 1221, "train": 9741}
cos_e_v1.11_question_description_option_id|{"validation": 1221, "train": 9741}
cos_e_v1.11_question_description_option_text|{"validation": 1221, "train": 9741}
cos_e_v1.11_question_option_description_id|{"validation": 1221, "train": 9741}
cos_e_v1.11_question_option_description_text|{"validation": 1221, "train": 9741}
cos_e_v1.11_rationale|{"validation": 1221, "train": 9741}
cosmos_qa_context_answer_to_question|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_context_description_question_answer_id|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_context_description_question_answer_text|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_context_description_question_text|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_context_question_description_answer_id|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_context_question_description_answer_text|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_context_question_description_text|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_description_context_question_answer_id|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_description_context_question_answer_text|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_description_context_question_text|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_no_prompt_id|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_no_prompt_text|{"validation": 2985, "test": 6963, "train": 25262}
cosmos_qa_only_question_answer|{"validation": 2985, "test": 6963, "train": 25262}
dbpedia_14_given_a_choice_of_categories_|{"test": 70000, "train": 560000}
dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to|{"test": 70000, "train": 560000}
dbpedia_14_given_list_what_category_does_the_paragraph_belong_to|{"test": 70000, "train": 560000}
dbpedia_14_pick_one_category_for_the_following_text|{"test": 70000, "train": 560000}
dream_answer_to_dialogue|{"validation": 2040, "test": 2041, "train": 6116}
dream_baseline|{"validation": 2040, "test": 2041, "train": 6116}
dream_generate_first_utterance|{"validation": 2040, "test": 2041, "train": 6116}
dream_generate_last_utterance|{"validation": 2040, "test": 2041, "train": 6116}
dream_read_the_following_conversation_and_answer_the_question|{"validation": 2040, "test": 2041, "train": 6116}
duorc_ParaphraseRC_answer_question|{"validation": 15591, "test": 15857, "train": 69524}
duorc_ParaphraseRC_build_story_around_qa|{"validation": 13111, "test": 13449, "train": 58752}
duorc_ParaphraseRC_decide_worth_it|{"validation": 15591, "test": 15857, "train": 69524}
duorc_ParaphraseRC_extract_answer|{"validation": 15591, "test": 15857, "train": 69524}
duorc_ParaphraseRC_generate_question|{"validation": 15591, "test": 15857, "train": 69524}
duorc_ParaphraseRC_generate_question_by_answer|{"validation": 13111, "test": 13449, "train": 58752}
duorc_ParaphraseRC_movie_director|{"validation": 15591, "test": 15857, "train": 69524}
duorc_ParaphraseRC_question_answering|{"validation": 15591, "test": 15857, "train": 69524}
duorc_ParaphraseRC_title_generation|{"validation": 15591, "test": 15857, "train": 69524}
duorc_SelfRC_answer_question|{"validation": 12961, "test": 12559, "train": 60721}
duorc_SelfRC_build_story_around_qa|{"validation": 12845, "test": 12415, "train": 60094}
duorc_SelfRC_decide_worth_it|{"validation": 12961, "test": 12559, "train": 60721}
duorc_SelfRC_extract_answer|{"validation": 12961, "test": 12559, "train": 60721}
duorc_SelfRC_generate_question|{"validation": 12961, "test": 12559, "train": 60721}
duorc_SelfRC_generate_question_by_answer|{"validation": 12845, "test": 12415, "train": 60094}
duorc_SelfRC_movie_director|{"validation": 12961, "test": 12559, "train": 60721}
duorc_SelfRC_question_answering|{"validation": 12961, "test": 12559, "train": 60721}
duorc_SelfRC_title_generation|{"validation": 12961, "test": 12559, "train": 60721}
gigaword_TLDR|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_first_sentence_title|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_generate_summary_for_this|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_in_a_nutshell|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_make_a_title|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_reverse_writing|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_write_a_title_for_this_sentence|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_write_an_article|{"validation": 189651, "test": 1951, "train": 3803957}
gigaword_write_its_sentence|{"validation": 189651, "test": 1951, "train": 3803957}
glue_mrpc_equivalent|{"validation": 408, "test": 1725, "train": 3668}
glue_mrpc_generate_paraphrase|{"validation": 279, "test": 1147, "train": 2474}
glue_mrpc_generate_sentence|{"validation": 279, "test": 1147, "train": 2474}
glue_mrpc_paraphrase|{"validation": 408, "test": 1725, "train": 3668}
glue_mrpc_replace|{"validation": 408, "test": 1725, "train": 3668}
glue_mrpc_same_thing|{"validation": 408, "test": 1725, "train": 3668}
glue_mrpc_want_to_know|{"validation": 408, "test": 1725, "train": 3668}
glue_qqp_answer|{"validation": 40430, "test": 390965, "train": 363846}
glue_qqp_duplicate|{"validation": 40430, "test": 390965, "train": 363846}
glue_qqp_duplicate_or_not|{"validation": 40430, "test": 390965, "train": 363846}
glue_qqp_meaning|{"validation": 40430, "test": 390965, "train": 363846}
glue_qqp_quora|{"validation": 40430, "test": 390965, "train": 363846}
glue_qqp_same_thing|{"validation": 40430, "test": 390965, "train": 363846}
hellaswag_Appropriate_continuation_Yes_or_No|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_Open_ended_completion|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_Open_ended_start|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_Predict_ending_with_hint|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_Predict_ending_with_hint_score_eval|{"validation": 40168, "test": 40012, "train": 159620}
hellaswag_Randomized_prompts_template|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_Randomized_prompts_template_score_eval|{"validation": 40168, "test": 40012, "train": 159620}
hellaswag_Reversed_appropriate_continuation_Yes_or_No|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_Topic_of_the_context|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_Topic_without_the_ending_answer|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_complete_first_then|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_complete_first_then_score_eval|{"validation": 40168, "test": 40012, "train": 159620}
hellaswag_how_ends|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_if_begins_how_continues|{"validation": 10042, "test": 10003, "train": 39905}
hellaswag_if_begins_how_continues_score_eval|{"validation": 40168, "test": 40012, "train": 159620}
imdb_Movie_Expressed_Sentiment|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Movie_Expressed_Sentiment_2|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Negation_template_for_positive_and_negative|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Reviewer_Enjoyment|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Reviewer_Enjoyment_Yes_No|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Reviewer_Expressed_Sentiment|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Reviewer_Opinion_bad_good_choices|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Reviewer_Sentiment_Feeling|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Sentiment_with_choices_|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Text_Expressed_Sentiment|{"test": 25000, "unsupervised": 50000, "train": 25000}
imdb_Writer_Expressed_Sentiment|{"test": 25000, "unsupervised": 50000, "train": 25000}
kilt_tasks_hotpotqa_combining_facts|{"validation": 5600, "train": 88869}
kilt_tasks_hotpotqa_complex_question|{"validation": 5600, "train": 88869}
kilt_tasks_hotpotqa_final_exam|{"validation": 5600, "train": 88869}
kilt_tasks_hotpotqa_formulate|{"validation": 5600, "train": 88869}
kilt_tasks_hotpotqa_straighforward_qa|{"validation": 5600, "train": 88869}
multi_news_distill|{"validation": 5622, "test": 5622, "train": 44972}
multi_news_expand_reverse_task_|{"validation": 5622, "test": 5622, "train": 44972}
multi_news_summarize|{"validation": 5622, "test": 5622, "train": 44972}
multi_news_summary_scenario|{"validation": 5622, "test": 5622, "train": 44972}
multi_news_synthesize|{"validation": 5622, "test": 5622, "train": 44972}
multi_news_what_are_the_key_points|{"validation": 5622, "test": 5622, "train": 44972}
openbookqa_main_choices|{"validation": 500, "test": 500, "train": 4957}
openbookqa_main_choose_an_answer_with_options|{"validation": 500, "test": 500, "train": 4957}
openbookqa_main_only_options|{"validation": 500, "test": 500, "train": 4957}
openbookqa_main_pick_answer_with_options|{"validation": 500, "test": 500, "train": 4957}
openbookqa_main_pick_using_id|{"validation": 500, "test": 500, "train": 4957}
openbookqa_main_which_correct|{"validation": 500, "test": 500, "train": 4957}
openbookqa_main_which_correct_inverse|{"validation": 500, "test": 500, "train": 4957}
paws_labeled_final_Concatenation|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_Concatenation_no_label|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_Meaning|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_Meaning_no_label|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_PAWS_ANLI_GPT3|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_PAWS_ANLI_GPT3_no_label|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_Rewrite|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_Rewrite_no_label|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_context_question|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_context_question_no_label|{"validation": 8000, "test": 8000, "train": 49401}
paws_labeled_final_paraphrase_task|{"validation": 3539, "test": 3536, "train": 21829}
paws_labeled_final_task_description_no_label|{"validation": 8000, "test": 8000, "train": 49401}
piqa_Correct_the_solution|{"validation": 1838, "test": 3084, "train": 16113}
piqa_Correct_the_solution_if_false_from_sol_1|{"validation": 1838, "test": 3084, "train": 16113}
piqa_Correct_the_solution_if_false_from_sol_2|{"validation": 1838, "test": 3084, "train": 16113}
piqa_Does_this_solution_make_sense_sol1|{"validation": 1838, "test": 3084, "train": 16113}
piqa_Does_this_solution_make_sense_sol2|{"validation": 1838, "test": 3084, "train": 16113}
piqa_choose_the_most_appropriate_solution|{"validation": 1838, "test": 3084, "train": 16113}
piqa_finish_sentence_with_correct_choice|{"validation": 1838, "test": 3084, "train": 16113}
piqa_no_prompt_needed|{"validation": 1838, "test": 3084, "train": 16113}
piqa_pick_correct_choice_index|{"validation": 1838, "test": 3084, "train": 16113}
piqa_pick_correct_choice_with_choice_given_before_goal|{"validation": 1838, "test": 3084, "train": 16113}
piqa_what_is_the_correct_ending|{"validation": 1838, "test": 3084, "train": 16113}
qasc_is_correct_1|{"validation": 926, "test": 920, "train": 8134}
qasc_is_correct_2|{"validation": 926, "test": 920, "train": 8134}
qasc_qa_with_combined_facts_1|{"validation": 926, "test": 920, "train": 8134}
qasc_qa_with_separated_facts_1|{"validation": 926, "test": 920, "train": 8134}
qasc_qa_with_separated_facts_2|{"validation": 926, "test": 920, "train": 8134}
qasc_qa_with_separated_facts_3|{"validation": 926, "test": 920, "train": 8134}
qasc_qa_with_separated_facts_4|{"validation": 926, "test": 920, "train": 8134}
qasc_qa_with_separated_facts_5|{"validation": 926, "test": 920, "train": 8134}
quail_context_description_question_answer_id|{"challenge": 556, "validation": 2164, "train": 10246}
quail_context_description_question_answer_text|{"challenge": 556, "validation": 2164, "train": 10246}
quail_context_description_question_text|{"challenge": 556, "validation": 2164, "train": 10246}
quail_context_question_answer_description_id|{"challenge": 556, "validation": 2164, "train": 10246}
quail_context_question_answer_description_text|{"challenge": 556, "validation": 2164, "train": 10246}
quail_context_question_description_answer_id|{"challenge": 556, "validation": 2164, "train": 10246}
quail_context_question_description_answer_text|{"challenge": 556, "validation": 2164, "train": 10246}
quail_context_question_description_text|{"challenge": 556, "validation": 2164, "train": 10246}
quail_description_context_question_answer_id|{"challenge": 556, "validation": 2164, "train": 10246}
quail_description_context_question_answer_text|{"challenge": 556, "validation": 2164, "train": 10246}
quail_description_context_question_text|{"challenge": 556, "validation": 2164, "train": 10246}
quail_no_prompt_id|{"challenge": 556, "validation": 2164, "train": 10246}
quail_no_prompt_text|{"challenge": 556, "validation": 2164, "train": 10246}
quarel_choose_between|{"validation": 278, "test": 552, "train": 1941}
quarel_do_not_use|{"validation": 278, "test": 552, "train": 1941}
quarel_heres_a_story|{"validation": 278, "test": 552, "train": 1941}
quarel_logic_test|{"validation": 278, "test": 552, "train": 1941}
quarel_testing_students|{"validation": 278, "test": 552, "train": 1941}
quartz_answer_question_based_on|{"validation": 384, "test": 784, "train": 2696}
quartz_answer_question_below|{"validation": 384, "test": 784, "train": 2696}
quartz_given_the_fact_answer_the_q|{"validation": 384, "test": 784, "train": 2696}
quartz_having_read_above_passage|{"validation": 384, "test": 784, "train": 2696}
quartz_paragraph_question_plain_concat|{"validation": 384, "test": 784, "train": 2696}
quartz_read_passage_below_choose|{"validation": 384, "test": 784, "train": 2696}
quartz_use_info_from_paragraph_question|{"validation": 384, "test": 784, "train": 2696}
quartz_use_info_from_question_paragraph|{"validation": 384, "test": 784, "train": 2696}
quoref_Answer_Friend_Question|{"validation": 2418, "train": 19399}
quoref_Answer_Question_Given_Context|{"validation": 2418, "train": 19399}
quoref_Answer_Test|{"validation": 2418, "train": 19399}
quoref_Context_Contains_Answer|{"validation": 2418, "train": 19399}
quoref_Find_Answer|{"validation": 2418, "train": 19399}
quoref_Found_Context_Online|{"validation": 2418, "train": 19399}
quoref_Given_Context_Answer_Question|{"validation": 2418, "train": 19399}
quoref_Guess_Answer|{"validation": 2418, "train": 19399}
quoref_Guess_Title_For_Context|{"validation": 2418, "train": 19399}
quoref_Read_And_Extract_|{"validation": 2418, "train": 19399}
quoref_What_Is_The_Answer|{"validation": 2418, "train": 19399}
race_high_Is_this_the_right_answer|{"validation": 3451, "test": 3498, "train": 62445}
race_high_Read_the_article_and_answer_the_question_no_option_|{"validation": 3451, "test": 3498, "train": 62445}
race_high_Select_the_best_answer|{"validation": 3451, "test": 3498, "train": 62445}
race_high_Select_the_best_answer_generate_span_|{"validation": 3451, "test": 3498, "train": 62445}
race_high_Select_the_best_answer_no_instructions_|{"validation": 3451, "test": 3498, "train": 62445}
race_high_Taking_a_test|{"validation": 3451, "test": 3498, "train": 62445}
race_high_Write_a_multi_choice_question_for_the_following_article|{"validation": 3451, "test": 3498, "train": 62445}
race_high_Write_a_multi_choice_question_options_given_|{"validation": 3451, "test": 3498, "train": 62445}
race_middle_Is_this_the_right_answer|{"validation": 1436, "test": 1436, "train": 25421}
race_middle_Read_the_article_and_answer_the_question_no_option_|{"validation": 1436, "test": 1436, "train": 25421}
race_middle_Select_the_best_answer|{"validation": 1436, "test": 1436, "train": 25421}
